facts,corrupted_facts,fact_reasoning,corrupted_reasoning,source,brainstorm,duplication,duplication_reasoning
"Commissioner Tate, who initially couldn't contact Trigger, later arranges for her to be forcibly brought to him by kidnappers.","Commissioner Tate, who initially couldn't contact Trigger, later arranges for her to be voluntarily brought to him by her colleagues.","In Chapter 1, Doctor Plemponi reveals a message from Commissioner Tate stating he can't contact Trigger. Later, in Chapter 5, kidnappers reveal they are taking Trigger to Commissioner Tate, indicating that Tate had arranged for her forcible transport to his location.","The corrupted fact states that Trigger was brought voluntarily by colleagues, which contradicts the outline's mention of kidnappers forcibly taking her to Tate.","Chapter 1, 5","- Chapter 1, item 4: Doctor Plemponi reveals a message from Commissioner Tate, explaining that he can't contact Trigger at present.
- Chapter 5, item 2: The kidnappers reveal they are taking Trigger to Commissioner Tate, and she agrees to cooperate after being uncuffed.
- Relationship: Temporal sequence and character involvement",Unique,Valid claim
"Plasmoid 113-A, shown to Trigger by Tate, is part of the 112-113 unit capable of controlling and replicating other plasmoids, which was stolen by Doctor Gess Fayle after he altered the original report to omit information about it.","Plasmoid 113-A, shown to Trigger by Tate, is part of the 112-113 unit capable of destroying other plasmoids, which was accidentally lost by Doctor Gess Fayle after he completed the original report about it.","In Chapter 5, Tate shows Trigger plasmoid 113-A and explains its significance. Chapter 6 reveals that the 112-113 unit, which includes 113-A, can control and replicate other plasmoids. It also states that Fayle altered the report to hide information about this unit and disappeared with it, connecting these specific events and the plasmoid's importance.","The corrupted fact incorrectly states that the 112-113 unit destroys other plasmoids instead of controlling and replicating them, and that Fayle accidentally lost it rather than intentionally stealing it after altering the report.","Chapter 5, 6","- Chapter 5, item 5: Tate shows Trigger a plasmoid labeled 113-A and explains its significance in relation to the plasmoid problem.
- Chapter 6, item 4: Tate explains how Mantelish, Fayle, and Azol discovered the 112-113 unit's ability to control and replicate other plasmoids.
- Chapter 6, item 6: Tate reveals that Fayle altered the original report to omit information about the 112-113 unit and subsequently disappeared with the plasmoid.
- Relationship: Central element (plasmoid 113-A) and its significance",Unique,Valid claim
Holati's plan to investigate Gess Fayle's potential operations with an Independent Fleet on Manon leads to the discovery of Pluly's involvement with the Devagas and Balmordan's capture on Pluly's yacht.,Holati's plan to investigate Gess Fayle's potential operations with an Independent Fleet on Manon leads to the discovery of Pluly's involvement in rescuing Balmordan from the Devagas on Pluly's yacht.,"In Chapter 8, Holati informs Trigger about their plan to investigate Gess Fayle's possible operations with an Independent Fleet on Manon. Later, in Chapter 23, this investigation yields results as Lyad reveals information about Pluly's involvement with the Devagas and Balmordan's capture on Pluly's yacht, showing the progress of their investigation and the uncovering of new, related information.","The corrupted fact incorrectly states that Pluly was involved in rescuing Balmordan from the Devagas, rather than Balmordan being captured on Pluly's yacht, which contradicts the information provided in the outline.","Chapter 8, 23","- Chapter 8, item 4: Holati informs Trigger that they are going to Manon to investigate the possibility of Gess Fayle setting up operations there with an Independent Fleet.
- Chapter 23, item 6: Lyad reveals information about Pluly's involvement with the Devagas and the capture of Balmordan on Pluly's yacht.
- Relationship: Investigation progress and new information",Unique,Valid claim
"Trigger's fainting incident on Harvest Moon, which she had forgotten due to amnesia, was actually a coma-like state witnessed by Holati Tate and Doctor Azol, leading to seven secret hypno-spray investigations by the Psychology Service.","Trigger's fainting incident on Harvest Moon, which she clearly remembered, was actually a brief unconscious state witnessed by Holati Tate and Doctor Azol, leading to a single open hypno-spray investigation by the Psychology Service.","Chapter 16 reveals that Trigger had fainted on Harvest Moon and experienced amnesia about the incident. Chapter 17 provides more details, stating that Holati Tate found Trigger in a coma-like state on Harvest Moon with Doctor Azol present. It also reveals that this incident led to seven hypno-spray investigations by the Psychology Service, conducted without Trigger's knowledge, connecting these specific events and their consequences.","The corrupted fact incorrectly states that Trigger clearly remembered the incident (instead of experiencing amnesia), describes it as a brief unconscious state (rather than a coma-like state), and mentions only one open investigation (instead of seven secret ones), contradicting the information provided in the outline.","Chapter 16, 17","- Chapter 16, item 7: Holati reveals to Trigger that she had previously fainted on the Harvest Moon and experienced amnesia about the incident.
- Chapter 17, item 1: Holati Tate recounts finding Trigger in a coma-like state on Harvest Moon, with Doctor Azol present.
- Chapter 17, item 2: Tate reveals that Trigger underwent seven hypno-spray investigations by the Psychology Service without her knowledge.
- Relationship: Revelation of past events and their consequences",Unique,Valid claim
"During her escape, Trigger first uses a concealed gun to shoot Doctor Veetonia, then is rescued by Quillan who neutralizes Virod, and finally retrieves her gun and plasmoid container to stun Lyad and Flam.","During her escape, Trigger first uses a concealed gun to stun Doctor Veetonia, then is rescued by Quillan who kills Virod, and finally retrieves her plasmoid container to negotiate with Lyad and Flam.","Chapter 21 describes Trigger using a concealed gun to shoot Doctor Veetonia. Chapter 22 continues the sequence, with Quillan arriving to rescue Trigger and neutralize Virod. The chapter then details Trigger retrieving her gun and plasmoid container, which she uses to stun Lyad and Flam. This fact connects these specific events in the order they occurred during Trigger's escape.","The corrupted fact incorrectly states that Trigger stunned (rather than shot) Doctor Veetonia, that Quillan killed (instead of neutralized) Virod, and that Trigger negotiated with (rather than stunned) Lyad and Flam, contradicting the sequence of events described in the outline.","Chapter 21, 22","- Chapter 21, item 2: Trigger uses a concealed gun to shoot Doctor Veetonia and take control of the situation.
- Chapter 22, item 3: Quillan arrives unexpectedly, neutralizing Virod and rescuing Trigger from the interrogation.
- Chapter 22, item 4: Trigger retrieves her gun and the plasmoid container, then stuns Lyad and Flam.
- Relationship: Sequence of events during Trigger's escape",Unique,Valid claim
"Lyad reveals that the Devagas discovered the king plasmoid, which can control human minds, and formed an alliance with it to capture plasmoid 113-A and Trigger Argee.","Lyad reveals that the Devagas created the king plasmoid, which can control plasmoids, and formed an alliance with it to protect plasmoid 113-A and Trigger Argee.","In Chapter 26, Lyad explains how the Devagas discovered the king plasmoid and reveals its ability to control human minds. She also mentions the plasmoid's deal with the Devagas. Chapter 27 further elaborates on this, stating that Lyad informs the group about the Devagas' alliance with the plasmoid and their interest in capturing 113-A and Trigger Argee. This fact connects these specific revelations about the king plasmoid's abilities and its alliance with the Devagas.","The corrupted fact incorrectly states that the Devagas created (rather than discovered) the king plasmoid, that it can control plasmoids (instead of human minds), and that the alliance aims to protect (rather than capture) 113-A and Trigger Argee, contradicting the information provided in the outline.","Chapter 26, 27","- Chapter 26, item 5: Lyad explains to the group how Doctor Gess Fayle died and how the Devagas discovered the king plasmoid.
- Chapter 26, item 6: Lyad reveals the king plasmoid's ability to control human minds and its deal with the Devagas.
- Chapter 27, item 1: Lyad informs the group about the Devagas' alliance with the plasmoid and their interest in capturing 113-A and Trigger Argee.
- Relationship: Revelation of the king plasmoid's abilities and its alliance with the Devagas",Unique,Valid claim
"Trigger, prompted by Repulsive, infiltrates a station alone in a space suit, discovers the immobilized king plasmoid in a large chamber, and later reveals information about the Old Galactics and a potential threat from beings called the Jesters.","Trigger, prompted by Quillan, infiltrates a station with a team in space suits, destroys the active king plasmoid in a small room, and later reveals information about the New Galactics and a potential alliance with beings called the Jesters.","Chapter 28 describes Trigger's infiltration of the station, prompted by Repulsive, and her discovery of the immobilized king plasmoid in a large chamber. Chapter 29 then reveals that Trigger shares information about the history of the Old Galactics and a potential threat from the Jesters. This fact connects Trigger's specific actions during the infiltration with the subsequent revelations about the Old Galactics and the Jesters.","The corrupted fact incorrectly states that Trigger was prompted by Quillan (instead of Repulsive), infiltrated with a team (rather than alone), destroyed an active king plasmoid (instead of finding an immobilized one), and revealed information about New Galactics and an alliance with Jesters (rather than Old Galactics and a threat from Jesters), contradicting the information provided in the outline.","Chapter 28, 29","- Chapter 28, item 2: After a brief rest, Trigger wakes up and, prompted by Repulsive, decides to infiltrate the station alone in a space suit.
- Chapter 28, item 6: Trigger finds herself in a large chamber with the immobilized king plasmoid and multiple passages.
- Chapter 29, item 3: Trigger reveals information about the history of the Old Galactics and a potential threat from beings called the Jesters.
- Relationship: Trigger's infiltration and subsequent revelations about the Old Galactics",Unique,Valid claim
"Trigger meets with Junior Scientist Rak and his advisory committee to discuss security concerns about the Plasmoid Project, as agreed 20 minutes earlier.","Trigger meets with Senior Scientist Rak and his advisory committee to discuss budget concerns about the Plasmoid Project, as agreed 20 minutes earlier.","In Chapter 2, Trigger agrees to meet Rak and his advisory committee in 20 minutes. In Chapter 3, this meeting takes place, where they discuss security concerns about the Plasmoid Project. This fact demonstrates the temporal sequence of events and the specific subject matter of the meeting.","The outline specifies that Rak is a Junior Scientist, not a Senior Scientist, and the meeting is about security concerns, not budget concerns, making this corrupted fact incorrect.","Chapter 2, 3","- Chapter 2, item 6: Trigger agrees to meet Rak and his advisory committee in 20 minutes in the conference room off the Exhibition Hall.
- Chapter 3, item 2: Trigger meets with Junior Scientist Rak and his advisory committee to discuss their security concerns about the Plasmoid Project.
- Relationship: Temporal sequence and subject matter (meeting with Rak and committee)",Unique,Valid claim
"Trigger's attempt to escape from the Colonial School by bribing a van driver leads to her capture by two men claiming to be her friends, who engage in a high-speed chase to evade pursuers.","Trigger's attempt to escape from the Colonial School by stealing a car leads to her capture by two men claiming to be her enemies, who engage in a high-speed chase to reach their destination.","In Chapter 4, Trigger sneaks out of the Colonial School by bribing a van driver. This escape attempt directly leads to the events in Chapter 5, where Trigger is captured and handcuffed in a car by two men claiming to be her friends. The high-speed chase to evade pursuers further emphasizes the connection between her escape attempt and subsequent capture.","The outline states that Trigger bribes a van driver, not steals a car. Additionally, the men claim to be her friends, not enemies, and they are evading pursuers, not reaching a destination, making this corrupted fact incorrect.","Chapter 4, 5","- Chapter 4, item 4: Trigger sneaks out of the Colonial School by bribing a van driver to transport her to the nearest tube line.
- Chapter 5, item 1: Trigger is captured and handcuffed in a car by two men claiming to be her friends, who engage in a high-speed chase to evade pursuers.
- Relationship: Cause and effect (Trigger's escape attempt leads to her capture)",Unique,Valid claim
"The 112-113 unit, discovered by Mantelish, Fayle, and Azol to control and replicate other plasmoids, is later revealed to be the king plasmoid that fell into Devagas hands after Fayle's death.","The 112-113 unit, discovered by Mantelish, Fayle, and Azol to destroy other plasmoids, is later revealed to be the queen plasmoid that fell into Federation hands after Fayle's promotion.","In Chapter 6, Tate explains that Mantelish, Fayle, and Azol discovered the 112-113 unit's ability to control and replicate other plasmoids. Later, in Chapter 26, Lyad reveals that this unit, now referred to as the king plasmoid, was discovered by the Devagas after Fayle's death. This fact connects the initial discovery of the 112-113 unit with its later fate as the king plasmoid.","The 112-113 unit controls and replicates other plasmoids, not destroys them. It is referred to as the king plasmoid, not queen plasmoid, and it fell into Devagas hands, not Federation hands. Additionally, Fayle died; he wasn't promoted, making this corrupted fact incorrect.","Chapter 6, 26","- Chapter 6, item 4: Tate explains how Mantelish, Fayle, and Azol discovered the 112-113 unit's ability to control and replicate other plasmoids.
- Chapter 26, item 5: Lyad explains to the group how Doctor Gess Fayle died and how the Devagas discovered the king plasmoid.
- Relationship: Complementary information about the 112-113 unit (king plasmoid)",Unique,Valid claim
