facts,corrupted_facts,fact_reasoning,corrupted_reasoning,source,brainstorm,duplication,duplication_reasoning
"Penrod's plan to keep Verman captive in Margaret's closet is unknowingly executed when Margaret arrives home and closes her closet door, trapping Verman inside.","Penrod's plan to keep Verman captive in Margaret's closet is knowingly executed when Margaret arrives home and closes her closet door, trapping Verman inside.","In Chapter 1, Penrod devises a plan to keep Verman captive in Margaret's closet. This plan is then unintentionally carried out in Chapter 2 when Margaret arrives home and unknowingly closes her closet door, not realizing Verman is inside. This demonstrates a direct cause-and-effect relationship between Penrod's plan and its execution.","The corrupted fact suggests that Margaret knowingly trapped Verman, which contradicts the outline stating that she ""unknowingly closes Verman in her closet.""","Chapter 1, 2","- Chapter 1, item 3: Penrod devises a plan to keep Verman captive by locking him in his sister Margaret's closet at home.
- Chapter 2, item 2: At Penrod's house, Margaret arrives home and unknowingly closes Verman in her closet before joining the family for dinner.
- Relationship: Cause and effect",Unique,Valid claim
The blue-steel Colt's revolver that Sam reveals to Penrod is later accidentally fired by Penrod when the boys dare each other to shoot it.,The blue-steel Colt's revolver that Sam reveals to Penrod is later intentionally fired by Sam when the boys dare each other to shoot it.,"In Chapter 3, Sam shows Penrod a large, blue-steel Colt's revolver. This same revolver becomes the focus of a dare between the boys in Chapter 4, leading to Penrod accidentally firing it. This fact demonstrates a clear sequence of events involving the same specific object across two chapters.","The corrupted fact incorrectly states that Sam fired the revolver intentionally, while the outline clearly states that Penrod accidentally fired it.","Chapter 3, 4","- Chapter 3, item 7: Sam reveals a large, blue-steel Colt's revolver to an astonished Penrod.
- Chapter 4, item 5: Sam joins Penrod, and they dare each other to shoot the revolver, resulting in Penrod accidentally firing it.
- Relationship: Sequence of events",Unique,Valid claim
"The ""In-Or-In"" secret society, formed by the boys, includes initiation rituals that involve a fall into the cellar followed by additional ceremonies.","The ""In-Or-In"" secret society, formed by the boys, includes initiation rituals that involve climbing to the roof followed by additional ceremonies.","In Chapter 5, the boys create a secret society called ""In-Or-In"" with rituals and rules. Chapter 6 provides more details about these rituals when Sam explains the initiation process to his parents, specifically mentioning Georgie's fall into the cellar and subsequent ""rituals."" This fact connects the formation of the society with specific details about its initiation process.","The corrupted fact mentions climbing to the roof, which is not mentioned in the outline. The actual initiation involves a fall into the cellar, not climbing to the roof.","Chapter 5, 6","- Chapter 5, item 2: The boys decide to form a secret society called ""In-Or-In"" and create rituals and rules for their organization.
- Chapter 6, item 4: Sam reluctantly explains the initiation process to his parents, including Georgie's fall into the cellar and subsequent ""rituals.""
- Relationship: Elaboration of society activities",Unique,Valid claim
"Whitey, a confused and exhausted horse, enters an empty stall in the Schofields' carriage-house, where Penrod and Sam later find him and decide to keep him for a potential reward.","Whitey, a confused and exhausted horse, is brought into the Schofields' carriage-house by Penrod and Sam, who decide to keep him for a potential reward.","Chapter 7 describes Whitey entering the Schofields' carriage-house, specifically an empty stall. In Chapter 8, Penrod and Sam find Whitey in the stable (carriage-house) and make the decision to keep him for a potential reward. This fact connects the sequence of events involving Whitey's arrival and the boys' subsequent discovery and decision.","The corrupted fact suggests that Penrod and Sam brought Whitey into the carriage-house, which contradicts the outline stating that Whitey entered on his own before the boys found him there.","Chapter 7, 8","- Chapter 7, item 7: Whitey, confused and exhausted, returns to the Schofields' carriage-house and enters an empty stall.
- Chapter 8, item 1: Penrod and Sam find a horse named Whitey in the stable and decide to keep it for a potential reward.
- Relationship: Sequence of events",Unique,Valid claim
"Penrod lies to his mother about giving bread to a starving family to cover up the fact that he and Sam had fed a loaf of bread, along with other food items, to Whitey the horse.","Penrod tells his mother the truth about giving bread to Whitey the horse, along with other food items they fed him.","In Chapter 8, we learn that Penrod and Sam feed Whitey various food items, including a loaf of bread. Later, in Chapter 15, Penrod lies to his mother about giving bread to a starving family. This fact connects the boys' actions of feeding Whitey with Penrod's subsequent deception to cover up their activities.","The corrupted fact states that Penrod told the truth, which contradicts the outline that clearly indicates Penrod lied to his mother about giving the bread to a starving family.","Chapter 8, 15","- Chapter 15, item 2: Penrod explains to his mother that he gave bread to a starving family, which was actually a lie to cover up feeding Whitey.
- Chapter 8, item 4: The boys feed Whitey an enormous amount of food, including turnips, lettuce, cabbage, potatoes, and a loaf of bread.
- Relationship: Cause and effect, deception",Unique,Valid claim
Verman's attempt to disguise himself in Margaret's closet leads to Margaret discovering a moving cape and screaming in terror when she goes to change for a dance.,Verman's attempt to disguise himself in Margaret's closet leads to Margaret discovering a moving hat and laughing in amusement when she goes to change for a dance.,"In Chapter 2, we see that Verman wakes up in Margaret's closet and tries to disguise himself. Later in the same chapter, Margaret goes to her room to change for a dance and discovers the moving cape, which is actually Verman in disguise. This direct cause-and-effect relationship between Verman's actions and Margaret's reaction forms the basis of this fact.","The corrupted fact changes key details: Margaret discovers a moving cape, not a hat, and she screams in terror rather than laughing in amusement. These alterations make the corrupted fact inconsistent with the chapter outline.",Chapter 2,"- Chapter 2, item 4: Verman wakes up in Margaret's closet, becomes aware of his situation, and attempts to disguise himself.
- Chapter 2, item 5: Margaret goes upstairs to change for a dance, discovers the moving cape in her closet, and screams in terror.
- Relationship: Cause and effect, temporal sequence",Unique,Valid claim
Penrod's accidental firing of the revolver while daring Sam to shoot it results in a young colored man in the alley being startled and confronting the boys in the stable.,Penrod's intentional firing of the revolver while showing off to Sam results in a police officer being alerted and arresting the boys in the stable.,"Chapter 4 outlines a sequence of events where Penrod retrieves the revolver and experiments with it. When Sam joins him, they dare each other to shoot it, leading to Penrod accidentally firing the gun. This gunshot startles a young colored man in the alley, who then confronts the boys in the stable. This fact captures the direct cause-and-effect relationship between the boys' actions and the consequences.","The corrupted fact changes several key details: Penrod fires the gun accidentally, not intentionally; a young colored man is startled, not a police officer; and the man confronts the boys rather than arresting them. These changes make the corrupted fact inconsistent with the chapter outline.",Chapter 4,"- Chapter 4, item 4: Penrod retrieves the revolver from its hiding place in the carriage-house and experiments with it.
- Chapter 4, item 5: Sam joins Penrod, and they dare each other to shoot the revolver, resulting in Penrod accidentally firing it.
- Chapter 4, item 6: A young colored man in the alley is startled by the gunshot and confronts the boys in the stable.
- Relationship: Sequence of events, cause and effect",Unique,Valid claim
"After Gipsy the cat accidentally jumps into the open cistern, Sam suggests using Herman's trousers to rescue it, resulting in the cat climbing up the trousers and Sam's arm, scratching Sam before Penrod manages to get it into a box.","After Gipsy the cat accidentally jumps into the open well, Penrod suggests using a rope to rescue it, resulting in the cat climbing up the rope and Penrod's arm, biting Penrod before Sam manages to get it into a cage.","Chapter 12 ends with Gipsy jumping into the cistern. Chapter 13 then details the rescue attempt, where Sam suggests using trousers to save the cat. Herman lends his trousers, and the cat climbs up them and Sam's arm, scratching Sam in the process. Finally, Penrod manages to get the cat into a box. This fact connects these events across two chapters, showing the problem (cat in cistern) and the solution (rescue attempt), along with its consequences.","The corrupted fact changes several key details: Gipsy jumps into a cistern, not a well; Sam suggests using trousers, not Penrod suggesting a rope; the cat scratches Sam, not bites Penrod; and Penrod gets the cat into a box, not Sam into a cage. These changes make the corrupted fact inconsistent with the chapter outlines.","Chapter 12, 13","- Chapter 12, item 4: Gipsy accidentally jumps into the open cistern, disappearing from view with a grand splash.
- Chapter 13, item 2: Sam suggests using a pair of trousers to rescue the cat, and Herman reluctantly lends his trousers after Penrod bribes him with a saw.
- Chapter 13, item 4: The cat climbs up the trousers and Sam's arm, scratching Sam in the process, and Penrod manages to get the cat into the box.
- Relationship: Sequence of events, problem-solution",Unique,Valid claim
"Penrod creates a snake-like object using Margaret's stockings stuffed with excelsior, then captures a white cat from the Williams' yard to stuff into the stocking ""snake,"" struggling to contain the resistant feline.","Penrod creates a bird-like object using Margaret's scarves stuffed with cotton, then captures a black dog from the Williams' yard to stuff into the scarf ""bird,"" easily containing the cooperative canine.","In Chapter 18, Penrod creates a snake-like object using Margaret's stockings and excelsior. Chapter 19 then shows Penrod capturing a white cat from the Williams' yard. Later in the same chapter, Penrod and Verman attempt to stuff the cat into the stocking ""snake,"" struggling with the resistant cat. This fact connects these events across two chapters, showing the progression from Penrod's initial creation to the implementation of his plan with the cat.","The corrupted fact changes several key details: Penrod creates a snake-like object, not a bird-like one; he uses stockings, not scarves; he stuffs them with excelsior, not cotton; he captures a white cat, not a black dog; and they struggle to contain the resistant feline, not easily contain a cooperative canine. These alterations make the corrupted fact inconsistent with the chapter outlines.","Chapter 18, 19","- Chapter 18, item 6: Penrod goes to the stable and creates a snake-like object using twelve of Margaret's stockings stuffed with excelsior.
- Chapter 19, item 1: Penrod captures a white cat from the Williams' yard and places it under a box in his stable.
- Chapter 19, item 5: The boys stuff the cat into the stocking ""snake,"" struggling to contain the resistant feline.
- Relationship: Sequence of events, cause and effect",Unique,Valid claim
"After learning that a new big horn costs $85 at a music store, Penrod buys an old brass horn from Roddy Bitts for two dollars in the carriage-house, believing it to be rightfully Roddy's.","After learning that a new big horn costs $85 at a music store, Penrod steals an old brass horn from Roddy Bitts in the carriage-house, believing it to be rightfully his.","In Chapter 21, Penrod visits a music store and discovers that a new big horn is far beyond his means at $85. This leads to the events in Chapter 22, where Roddy Bitts brings an old brass horn to Penrod and Sam, and Penrod ultimately buys it for two dollars, believing it to be Roddy's property. This fact demonstrates how Penrod finds a solution to his desire for a horn within his budget constraints.","The outline clearly states that Penrod buys the horn from Roddy for two dollars, not steals it, making this corrupted fact incorrect.","Chapter 21, 22","- Chapter 21, item 2: Penrod visits a music store and learns that the big horn costs $85, far beyond his means.
- Chapter 22, item 1: Roddy Bitts brings an old brass horn to Penrod and Sam in the carriage-house, where they argue over its ownership.
- Chapter 22, item 2: Penrod buys the horn from Roddy for two dollars in the carriage-house, believing it to be rightfully Roddy's.
- Relationship: Sequence of events, problem-solution",Unique,Valid claim
