facts,corrupted_facts,fact_reasoning,corrupted_reasoning,source,brainstorm,duplication,duplication_reasoning
Henry Linwood fulfills his promise to Isabella by purchasing her for $2000 at a slave auction after intense bidding.,Henry Linwood fulfills his promise to Isabella by purchasing her for $1000 at a slave auction without any competition.,"In Chapter 1, Henry promises Isabella that he will purchase her and set her free. This promise is fulfilled in Chapter 2 when, after intense bidding, Henry successfully purchases Isabella for $2000 at the slave auction.","The corrupted fact changes the purchase price to $1000 and states there was no competition, which contradicts the intense bidding mentioned in the original outline.","Chapter 1, 2","- Chapter 1, item 6: Henry promises Isabella that he will purchase her and set her free.
- Chapter 2, item 7: After intense bidding, Isabella is sold to Henry Linwood for $2000.
- Relationship: Fulfillment of promise",Unique,Valid claim
"Agnes, initially sold to slave trader Jennings, is later purchased by Reverend James Wilson in Natchez, further separating her from her daughter Marion.","Agnes, initially sold to slave trader Jennings, is later purchased by Reverend James Wilson in Natchez, reuniting her with her daughter Marion.","In Chapter 2, Agnes is sold to slave trader Jennings, while her daughter Marion is sold separately for $1200. Later, in Chapter 5, we learn that Reverend James Wilson purchases Agnes in Natchez, which further separates her from Marion.","The corrupted fact incorrectly states that Agnes is reunited with Marion, which contradicts the information provided in the outline about their separation.","Chapter 2, 5","- Chapter 2, item 4: Agnes is sold to a slave trader named Jennings, while Marion is sold for $1200.
- Chapter 5, item 3: At Natchez, Reverend James Wilson purchases Agnes, separating her from her daughter Marion.
- Relationship: Separation of family members through slave trade",Unique,Valid claim
"Aaron, one of the slaves coached by Pompey to lie about his age during the voyage, becomes confused when questioned about his age at the slave market in New Orleans.","Aaron, one of the slaves coached by Pompey to lie about his age during the voyage, successfully deceives the buyers about his age at the slave market in New Orleans.","In Chapter 3, Pompey coaches five of the oldest slaves, including Aaron, to lie about their ages during the voyage. The consequence of this deception is seen in Chapter 6 when Aaron becomes confused during questioning about his age, having forgotten Pompey's instructions.","The corrupted fact states that Aaron successfully deceives the buyers, which contradicts the information in the outline that he becomes confused during questioning.","Chapter 3, 6","- Chapter 3, item 4: On the second day of the voyage, Pompey takes five of the oldest slaves into a room to coach them on lying about their ages.
- Chapter 6, item 5: Aaron becomes confused during questioning about his age, having forgotten the instructions given by Pompey.
- Relationship: Consequence of deception",Unique,Valid claim
"Dr. Adolphus Morton, after falling in love with Marion while boarding with the Cardinays, purchases her freedom, marries her, and provides her with education in various accomplishments.","Dr. Adolphus Morton, after falling in love with Marion while boarding with the Cardinays, helps her escape slavery, marries her in secret, and hides her from authorities.","Chapter 9 outlines the progression of Dr. Morton and Marion's relationship. It begins with their meeting while Dr. Morton boards with the Cardinays, followed by his purchase of Marion after eight months. They then marry and move to another part of the city, where Marion receives education in various accomplishments, indicating a significant change in her social status.","The corrupted fact introduces elements of escape and secrecy that are not present in the original outline, which clearly states that Dr. Morton legally purchases Marion before marrying her.",Chapter 9,"- Chapter 9, item 2: Dr. Adolphus Morton, a young physician from Vermont, meets Marion while boarding with the Cardinays and falls in love with her.
- Chapter 9, item 3: After eight months, Dr. Morton purchases Marion from the Cardinays and marries her.
- Chapter 9, item 4: The newlyweds move to another part of the city, where Marion receives education in various accomplishments.
- Relationship: Progression of relationship and social status",Unique,Valid claim
"Gertrude learns about Henry's secret relationship with Isabella and their daughter Clotelle through two incidents: Clotelle calling Henry ""Papa"" during a chance encounter, and Henry talking about them in his sleep.",Gertrude learns about Henry's secret relationship with Isabella and their daughter Clotelle when Henry confesses everything to her in a moment of guilt.,"In Chapter 10, Gertrude first learns about Henry's secret family when Clotelle calls him ""Papa"" during a chance encounter while picking strawberries. This revelation is further confirmed in Chapter 11 when Gertrude overhears Henry talking about Isabella and Clotelle in his sleep, prompting her to confide in her mother, Mrs. Miller.","The corrupted fact introduces a voluntary confession by Henry, which is not mentioned in the outline. Instead, the outline describes two accidental revelations that inform Gertrude about the secret relationship.","Chapter 10, 11","- Chapter 10, item 4: Isabella and Clotelle encounter Henry and Gertrude while picking strawberries near the road.
- Chapter 10, item 5: Clotelle recognizes Henry and calls out ""Papa!"", revealing the secret to Gertrude.
- Chapter 11, item 3: Gertrude overhears Henry talking in his sleep about Isabella and Clotelle, leading her to confide in her mother, Mrs. Miller.
- Relationship: Revelation of secret relationship and its consequences",Unique,Valid claim
"Despite Clotelle's attempt to defend her, Isabella is sold to Jennings, imprisoned in the county jail, and then sold again to Mr. James French in Vicksburg, where she faces harsh treatment from Mrs. French.","Despite Clotelle's attempt to defend her, Isabella is sold to Jennings, but quickly escapes from the county jail and finds refuge with a sympathetic family in Vicksburg.","Chapter 13 describes Clotelle's failed attempt to defend Isabella, who is sold to Jennings. In Chapter 14, we learn that Jennings imprisons Isabella in the county jail before selling her to Mr. James French in Vicksburg. The outline then mentions that Isabella experiences harsh treatment from Mrs. French, illustrating her journey through the slave trade system and the hardships she faces.","The corrupted fact introduces an escape scenario that is not present in the original outline. Instead of escaping, the outline clearly states that Isabella is sold again to Mr. James French and faces harsh treatment in Vicksburg.","Chapter 13, 14","- Chapter 13, item 3: Clotelle tries to defend her mother with a walking stick, but Isabella is ultimately sold to Jennings.
- Chapter 14, item 1: Isabella is imprisoned in the county jail by Jennings, where she is viewed by curious visitors and longs for her daughter and Henry.
- Chapter 14, item 3: Jennings sells Isabella to Mr. James French in Vicksburg, where she experiences harsh treatment from Mrs. French.
- Relationship: Isabella's journey through the slave trade system",Unique,Valid claim
"Jerome and Clotelle's romantic relationship, which began at Mr. Wilson's house, leads to Clotelle helping Jerome escape from jail by providing him with her clothes for disguise and men's clothes for his journey to Louisville.","Jerome and Clotelle's romantic relationship, which began at Mr. Wilson's house, leads to them escaping together from jail and boarding a steamboat bound for Louisville.","Chapter 18 establishes that Jerome and Clotelle develop romantic feelings for each other at Mr. Wilson's house. This relationship becomes crucial in Chapter 19 when Clotelle helps Jerome escape from jail by allowing him to disguise himself in her clothes. Chapter 20 further details that Clotelle provides Jerome with men's clothes for his escape to Louisville, demonstrating how their relationship facilitates Jerome's bid for freedom.","The corrupted fact incorrectly states that Clotelle escapes with Jerome, while the outline clearly indicates that only Jerome escapes, with Clotelle providing assistance through disguises and clothing.","Chapter 18, 19, 20","- Chapter 18, item 3: Jerome, a newly purchased slave, and Clotelle develop romantic feelings for each other at Mr. Wilson's house.
- Chapter 19, item 7: Jerome, disguised as Clotelle, successfully escapes from the jail without the keeper noticing.
- Chapter 20, item 1: Jerome escapes from prison in Natchez, changes into men's clothes provided by Clotelle, and boards a steamboat bound for Louisville.
- Relationship: Jerome and Clotelle's relationship leading to his escape",Unique,Valid claim
"After an emotional reunion where Jerome faints upon recognizing Clotelle, the long-separated couple explains their journeys to each other and subsequently gets married in a church ceremony accompanied by Mr. Devenant.","After an emotional reunion where Clotelle faints upon recognizing Jerome, the long-separated couple immediately gets married in a private ceremony without any witnesses.","Chapter 32 describes the emotional reunion between Jerome and Clotelle, with Jerome fainting upon recognizing her. They then embrace and explain how they found each other. This reunion culminates in Chapter 33, where Jerome and Clotelle get married in a church ceremony, with Mr. Devenant accompanying them.","The corrupted fact incorrectly states that Clotelle faints instead of Jerome, and it describes an immediate, private wedding ceremony, which contradicts the information in the outline about a church ceremony accompanied by Mr. Devenant.","Chapter 32, 33","- Chapter 32, item 4: Jerome faints upon recognizing the woman as Clotelle, his long-lost love.
- Chapter 32, item 5: After recovering, Jerome and Clotelle have an emotional reunion, embracing and explaining how they found each other.
- Chapter 33, item 1: Jerome and Clotelle get married in a church ceremony, accompanied by Mr. Devenant.
- Relationship: Culmination of Jerome and Clotelle's relationship",Unique,Valid claim
"After an emotional reunion and Linwood's recovery, Clotelle and Jerome successfully convince her father to free his slaves in Virginia, demonstrating a significant change in Linwood's perspective on slavery.","After an emotional reunion and Linwood's recovery, Clotelle and Jerome fail to convince her father to free his slaves in Virginia, leading to a permanent rift in their relationship.","Chapter 34 describes the emotional reunion between Clotelle and her father, Linwood, followed by his recovery and explanation of his past. This reconciliation leads to a pivotal moment in Chapter 35, where Clotelle and Jerome convince Linwood to free his slaves in Virginia, indicating a substantial shift in Linwood's views on slavery as a result of reconnecting with his daughter.","The corrupted fact contradicts the information provided in the outline, which clearly states that Clotelle and Jerome successfully convince Linwood to free his slaves. It also introduces a non-existent rift in their relationship.","Chapter 34, 35","- Chapter 34, item 4: Clotelle recognizes Linwood as her father, and they have an emotional reunion.
- Chapter 34, item 5: After two days of care, Linwood regains lucidity and explains his past to Clotelle.
- Chapter 35, item 1: Clotelle and Jerome convince Mr. Linwood to free his slaves during a discussion about slavery in Virginia.
- Relationship: Reconciliation and moral growth",Unique,Valid claim
"While Agnes, a slave, establishes herself as a successful laundress in Richmond, Dr. Morton, a free man, builds a wealthy medical practice in New Orleans without owning slaves.","While Agnes, a slave, establishes herself as a successful doctor in Richmond, Dr. Morton, a free man, builds a wealthy laundry business in New Orleans without owning slaves.","This fact highlights the stark contrast between the economic opportunities available to slaves and free individuals. Agnes, despite her success as a laundress, remains enslaved, while Dr. Morton can freely pursue his medical career and accumulate wealth without relying on slave ownership.","This corrupted fact incorrectly swaps the professions of Agnes and Dr. Morton, which contradicts the information provided in the chapter outlines.","Chapter 1, 9","- Chapter 1, item 2: Agnes establishes herself as a successful laundress in Richmond, Virginia.
- Chapter 9, item 5: Dr. Morton establishes a successful medical practice in New Orleans, increasing his wealth without ever owning slaves.
- Relationship: Contrast in social mobility and economic success between a slave and a free person",Unique,Valid claim
