facts,corrupted_facts,fact_reasoning,corrupted_reasoning,source,brainstorm,duplication,duplication_reasoning
"The lady who assaulted the cabman is Mrs. Westmacott, who later frightens the Williams sisters with her pet snake named Eliza.","The lady who assaulted the cabman is Mrs. Westmacott, who later frightens the Williams sisters with her pet dog named Eliza.","In Chapter 1, we see a lady physically assaulting a cabman. In Chapter 2, we learn that Mrs. Westmacott moves into the third villa and frightens the Williams sisters with her snake named Eliza. The connection between these two events suggests that the lady from Chapter 1 is Mrs. Westmacott, demonstrating her unconventional and intimidating behavior.","The pet that frightens the Williams sisters is a snake, not a dog, making this corrupted fact incorrect based on the chapter outlines.","Chapter 1, 2","- Chapter 1, item 6: The lady physically assaults the cabman, shaking him and banging his head against his vehicle.
- Chapter 2, item 5: The Williams sisters visit Mrs. Westmacott's home, where they encounter a snake named Eliza and are frightened.
- Relationship: Character introduction and behavior",Unique,Valid claim
"The shared tennis lawn behind the three villas serves as a central location for social interactions, including Charles Westmacott seeking career advice from Clara Walker and Mrs. Westmacott hosting a gathering with guests.","The shared garden behind the three villas serves as a central location for social interactions, including Charles Westmacott seeking career advice from Clara Walker and Mrs. Westmacott hosting a gathering with guests.","Chapter 3 introduces the shared tennis lawn as a place for social interactions. This is exemplified in Chapter 4 when Charles Westmacott asks Clara Walker for career advice on the tennis ground, and in Chapter 6 when Mrs. Westmacott hosts a tennis gathering. These events demonstrate how the tennis lawn functions as a central location for various social interactions among the residents.","The central location is specifically a tennis lawn, not a general garden, making this corrupted fact incorrect based on the chapter outlines.","Chapter 3, 4, 6","- Chapter 3, item 1: A shared tennis lawn is established behind the three villas, bringing the residents together for social interactions and exercise.
- Chapter 4, item 1: Charles Westmacott asks Clara Walker for career advice on the tennis ground after their game.
- Chapter 6, item 1: Mrs. Westmacott hosts a tennis gathering at her home, with the Winslows and Cumberbatches as guests.
- Relationship: Central location for social interactions",Unique,Valid claim
"Despite Charles proposing to Ida for a ranching life in Texas and Harold facing financial troubles with overdrawn company accounts, both couples eventually marry and pursue their respective careers.","Despite Charles proposing to Ida for a ranching life in Texas and Harold facing financial troubles with overdrawn company accounts, both couples eventually break up and pursue separate careers.","In Chapter 7, Charles proposes to Ida, suggesting a future in Texas. Chapter 15 reveals Harold's financial troubles. However, Chapter 17 concludes with a summary of the characters' futures, including weddings and career developments, indicating that both couples overcome their challenges and proceed with their relationships and careers.","The chapter outline indicates that the characters' futures include weddings, not breakups, making this corrupted fact incorrect.","Chapter 7, 15, 17","- Chapter 7, item 5: Charles proposes to Ida, asking her to join him in Texas for a ranching life.
- Chapter 15, item 2: Harold informs his father about overdrawn company accounts and the need to transfer funds from their private account.
- Chapter 17, item 7: The chapter concludes with a summary of the characters' futures, including weddings and career developments.
- Relationship: Character development and future plans",Unique,Valid claim
"Mrs. Westmacott's brother, Jeremiah Pearson, not only absconds with £13,000 from Harold's company but also later attacks his sister, Mrs. Westmacott, in her home.","Mrs. Westmacott's brother, Jeremiah Pearson, not only absconds with £13,000 from Harold's company but also later attacks his nephew, Charles Westmacott, in their home.","In Chapter 11, Mrs. Westmacott reveals that Jeremiah Pearson is her brother and warns about his character. Later in the same chapter, we learn that Pearson has absconded with £13,000 from Harold's company. In Chapter 16, Mrs. Westmacott is found unconscious after an attack, and in Chapter 17, it is revealed that her brother Jeremiah was the attacker. This sequence of events demonstrates the negative impact of Jeremiah Pearson on both his business partner and his sister.","Jeremiah Pearson attacks his sister, Mrs. Westmacott, not his nephew Charles Westmacott, making this corrupted fact incorrect based on the chapter outlines.","Chapter 11, 16, 17","- Chapter 11, item 2: Mrs. Westmacott reveals that Jeremiah Pearson, Harold's business partner, is her brother and warns the Admiral about his character.
- Chapter 11, item 4: Harold receives a letter from Pearson revealing his absconding with £13,000 and leaving Harold responsible for the debts.
- Chapter 16, item 6: They find Charles Westmacott supporting his unconscious aunt, Mrs. Westmacott, on the floor.
- Chapter 17, item 3: Mrs. Westmacott reveals that her brother Jeremiah was the one who attacked her and provides background on their relationship.
- Relationship: Family connections and their consequences",Unique,Valid claim
"Clara's expressed desire to become a pilot is a direct result of her exposure to Mrs. Westmacott's unconventional ideas, which began when the Williams sisters first visited Mrs. Westmacott's home.","Clara's expressed desire to become a pilot is a direct result of her exposure to Mrs. Westmacott's pet snake, Eliza.","In Chapter 2, the Williams sisters visit Mrs. Westmacott's home, where they are exposed to her unconventional lifestyle. Later, in Chapter 9, Clara pretends to study navigation and expresses her desire to become a pilot, which is clearly influenced by Mrs. Westmacott's progressive ideas about women's roles and opportunities.","While the snake Eliza is mentioned in Mrs. Westmacott's home, it is not the cause of Clara's desire to become a pilot. The corrupted fact incorrectly attributes Clara's career aspirations to the snake rather than Mrs. Westmacott's unconventional ideas.","Chapter 2, 9","- Chapter 2, item 5: The Williams sisters visit Mrs. Westmacott's home and encounter a snake named Eliza.
- Chapter 9, item 4: Clara pretends to study navigation and expresses her desire to become a pilot.
- Relationship: Mrs. Westmacott's influence on Clara's behavior",Unique,Valid claim
"Harold's business partner Pearson absconds with £13,000, leaving Harold to negotiate with creditors and find £7,000 within ten days to resolve the financial crisis.","Harold's business partner Pearson absconds with £7,000, leaving Harold to negotiate with creditors and find £13,000 within ten days to resolve the financial crisis.","In Chapter 11, Harold receives a letter from Pearson revealing that he has absconded with £13,000, leaving Harold responsible for the debts. This leads to the events in Chapter 15, where Harold meets with his creditors to explain the situation and negotiate terms. After the meeting, Harold reveals to his parents that he needs to find £7,000 in ten days to resolve the crisis.","The corrupted fact switches the amounts of money involved. Pearson absconded with £13,000, not £7,000, and Harold needs to find £7,000, not £13,000, within ten days.","Chapter 11, 15","- Chapter 11, item 4: Harold receives a letter from Pearson revealing his absconding with £13,000 and leaving Harold responsible for the debts.
- Chapter 15, item 2: Harold meets with his creditors in the City to explain the situation and negotiate terms.
- Chapter 15, item 3: Harold returns home and discusses the outcome of the meeting with his parents, revealing he needs to find £7,000 in ten days.
- Relationship: Harold's financial crisis and its resolution",Unique,Valid claim
"After rejecting Mr. Reuben Metaxa's offer of a loan with exorbitant interest rates, Admiral Denver consults with lawyer McAdam, who suggests selling the Admiral's pension and arranges a medical examination.","After accepting Mr. Reuben Metaxa's offer of a loan with exorbitant interest rates, Admiral Denver consults with lawyer McAdam, who suggests selling the Admiral's house and arranges a property valuation.","In Chapter 13, Admiral Denver meets Mr. Reuben Metaxa, who offers a loan with exorbitant interest rates. The Admiral rejects this offer and decides to consult a lawyer named McAdam. In Chapter 14, Admiral Denver visits Mr. McAdam's office, where McAdam suggests selling the Admiral's pension and arranges for a medical examination, providing a more favorable solution to the Admiral's financial needs.","The corrupted fact incorrectly states that Admiral Denver accepted Metaxa's offer, when he actually rejected it. It also incorrectly states that McAdam suggested selling the Admiral's house, when in fact he suggested selling the Admiral's pension.","Chapter 13, 14","- Chapter 13, item 4: At the office, they meet Mr. Reuben Metaxa, who offers a loan with exorbitant interest rates.
- Chapter 13, item 7: The Admiral and Charles leave without accepting the offer and decide to consult a honest lawyer named McAdam in Poultry.
- Chapter 14, item 1: Admiral Denver and Westmacott visit Mr. McAdam's office to discuss selling the Admiral's pension, where McAdam suggests finding a buyer and arranges for a medical examination.
- Relationship: Admiral Denver's attempts to secure money",Unique,Valid claim
"The man observed by the Williams sisters sneaking into Mrs. Westmacott's house is later revealed to be her brother Jeremiah, who attacks her.","The man observed by the Williams sisters sneaking into Mrs. Westmacott's house is later revealed to be Harold Denver, who attacks her.","In Chapter 16, the Williams sisters observe a man sneaking into Mrs. Westmacott's house through a window. Later, in Chapter 17, Mrs. Westmacott reveals that her brother Jeremiah was the one who attacked her, providing the identity of the intruder seen earlier by the Williams sisters.","The corrupted fact incorrectly identifies the intruder as Harold Denver, when it was actually Mrs. Westmacott's brother Jeremiah who attacked her.","Chapter 16, 17","- Chapter 16, item 2: While at the window, they observe a man sneaking into Mrs. Westmacott's house through a window.
- Chapter 17, item 3: Mrs. Westmacott reveals that her brother Jeremiah was the one who attacked her and provides background on their relationship.
- Relationship: Identity of the intruder",Unique,Valid claim
"The Williams sisters, who were initially frightened by Mrs. Westmacott's pet snake Eliza, later convince Dr. Walker to approve of Ida and Clara's association with Mrs. Westmacott.","The Williams sisters, who were initially frightened by Mrs. Westmacott's pet dog Eliza, later convince Dr. Walker to approve of Ida and Clara's association with Mrs. Westmacott.","In Chapter 2, the Williams sisters are frightened during their visit to Mrs. Westmacott's home when they encounter her pet snake, Eliza. However, in Chapter 9, we see that Ida and Clara Walker convince their father to approve of their association with Mrs. Westmacott. This shows a significant change in the perception of Mrs. Westmacott from initial fear to a desire for association.","The corrupted fact incorrectly states that Eliza is a dog, when in fact, Eliza is a snake according to the chapter outline.","Chapter 2, 9","- Chapter 2, item 5: The Williams sisters visit Mrs. Westmacott's home and encounter a snake named Eliza.
- Chapter 9, item 1: Ida and Clara convince their father to approve of their association with Mrs. Westmacott.
- Relationship: The sisters' initial fear of Mrs. Westmacott evolves into a desire to associate with her.",Unique,Valid claim
"Mrs. Westmacott impresses Admiral Hay Denver with her knowledge of ships and sailing, while later, a shipping company manager is impressed by the Admiral's extensive naval career.","Mrs. Westmacott impresses Admiral Hay Denver with her knowledge of ships and sailing, while later, a shipping company manager is impressed by Mrs. Westmacott's extensive naval career.","In Chapter 5, Mrs. Westmacott demonstrates her knowledge of ships and sailing, which impresses Admiral Hay Denver. Later, in Chapter 14, when the Admiral seeks employment at The Saint Lawrence Shipping Company, the manager is similarly impressed upon learning about the Admiral's extensive naval career. This fact highlights the importance and respect given to nautical knowledge in different contexts throughout the story.","The corrupted fact incorrectly attributes the extensive naval career to Mrs. Westmacott instead of the Admiral, which is not supported by the chapter outlines.","Chapter 5, 14","- Chapter 5, item 5: Mrs. Westmacott impresses the Admiral with her knowledge of ships and sailing.
- Chapter 14, item 6: The company manager becomes impressed upon learning of the Admiral's extensive naval career.
- Relationship: Both Mrs. Westmacott and the Admiral impress others with their nautical knowledge.",Unique,Valid claim
