facts,corrupted_facts,fact_reasoning,corrupted_reasoning,source,brainstorm,duplication,duplication_reasoning
The cattle drive that endured a grueling 96-mile dry stretch to reach Horsehead Crossing on the Pecos River later lost 363 beeves to Comanches at the same location.,The cattle drive that endured a grueling 96-mile dry stretch to reach Horsehead Crossing on the Pecos River later lost 363 beeves to Apaches at the same location.,"In Chapter 2, the cattle drive faces a challenging 96-mile dry stretch to reach Horsehead Crossing. Later, in Chapter 4, at the same Horsehead Crossing, 363 beeves are stolen by Comanches. This fact connects two specific events occurring at the same location across different cattle drives.","The corrupted fact incorrectly states that Apaches stole the cattle, while the outline specifically mentions Comanches as the perpetrators.","Chapter 2, 4","- Chapter 2, item 5: The cattle drive endures a grueling 96-mile dry stretch to Horsehead Crossing on the Pecos River.
- Chapter 4, item 3: At Horsehead Crossing, 363 beeves are stolen by Comanches.
- Relationship: Location (Horsehead Crossing) and challenges faced",Unique,Valid claim
"The narrator's decision to move to Texas, influenced by Texan cavalrymen he met during the war, led to his arrival at the Edwards ranch in Paolo Pinto County in early April 1866.","The narrator's decision to move to Texas, influenced by Texan infantrymen he met during the war, led to his arrival at the Edwards ranch in Paolo Pinto County in early April 1866.","Chapter 1 mentions the narrator's decision to move to Texas due to the influence of Texan cavalrymen he met during the war. Chapter 2 then shows the realization of this decision, with the narrator arriving at the Edwards ranch in Paolo Pinto County in early April 1866. This fact demonstrates a clear cause-and-effect relationship between the two events.","The corrupted fact incorrectly states that the narrator was influenced by Texan infantrymen, while the outline specifically mentions cavalrymen.","Chapter 1, 2","- Chapter 1, item 7: The narrator decides to move to Texas, influenced by Texan cavalrymen he met during the war.
- Chapter 2, item 1: The narrator travels from Virginia to Texas, arriving at the Edwards ranch in Paolo Pinto County in early April 1866.
- Relationship: Cause and effect, temporal sequence",Unique,Valid claim
"The narrator's work with a carpet-bag dredging company on the lower Brazos River led to his acquisition of 30 sections of land scrip, which he later redeemed and surveyed on the Clear Fork.","The narrator's work with a carpet-bag dredging company on the lower Brazos River led to his acquisition of 30 sections of land scrip, which he later sold for a profit.","Chapter 5 describes the narrator working for a dredging company and acquiring 30 sections of land scrip through payment and gambling. In Chapter 6, we see the outcome of this acquisition as the narrator redeems the land scrip and surveys land on the Clear Fork. This fact demonstrates a clear sequence of events and their consequences across two chapters.","The corrupted fact incorrectly states that the narrator sold the land scrip for profit, while the outline indicates that he redeemed and surveyed the land.","Chapter 5, 6","- Chapter 5, item 2: The narrator finds work with a carpet-bag dredging company on the lower Brazos River.
- Chapter 5, item 3: While working for the dredging company, the narrator acquires land certificates as payment and through gambling, accumulating 30 sections of land scrip.
- Chapter 6, item 1: The narrator redeems land scrip and surveys land on the Clear Fork with a hired surveyor.
- Relationship: Temporal sequence, cause and effect",Unique,Valid claim
"The narrator's land scrip holdings increased from 300 to 600 sections through multiple purchases in Austin, including 100 sections at $20 per section and 200 sections at $16 per section.",The narrator's land scrip holdings increased from 300 to 600 sections through a single purchase of 300 sections in Austin at $20 per section.,"Chapter 9 details the narrator's initial purchase of 300 sections of land scrip (100 at $20 per section and 200 at $16 per section). Chapter 11 then shows a further purchase of 300 sections, bringing his total holdings to 600 sections. This fact demonstrates the narrator's consistent strategy of accumulating land scrip over time.","The corrupted fact incorrectly states that the increase from 300 to 600 sections was done through a single purchase, while the outline shows multiple purchases with varying prices per section.","Chapter 9, 11","- Chapter 9, item 1: The narrator buys 100 sections of land scrip in Austin for $20 per section, later purchasing 200 more at $16 per section.
- Chapter 11, item 1: The narrator buys 300 sections of land scrip from a merchant in Austin, increasing his holdings to 600 sections.
- Relationship: Accumulation of land scrip over time",Unique,Valid claim
The narrator's firm fulfilled its contracts to supply cattle to the army by overseeing deliveries to army posts on the upper Missouri.,The narrator's firm fulfilled its contracts to supply cattle to the army by overseeing deliveries to army posts on the lower Mississippi.,"Chapter 13 mentions that the narrator's firm is awarded contracts to supply cattle to the army and Indian agencies. In Chapter 15, we see the fulfillment of these contracts as the narrator oversees deliveries to army posts on the upper Missouri. This fact demonstrates the execution of the contracts across two chapters.","The corrupted fact incorrectly states that the deliveries were made to army posts on the lower Mississippi, while the outline specifically mentions the upper Missouri.","Chapter 13, 15","- Chapter 13, item 2: The narrator's firm is awarded contracts to supply cattle to the army and Indian agencies.
- Chapter 15, item 5: The narrator and his partners coordinate the movement of multiple herds northward, with the narrator overseeing deliveries to army posts on the upper Missouri.
- Relationship: Fulfillment of contracts",Unique,Valid claim
"The narrator's decision to use his land scrip to establish a new ranch led to the survey of land on the Double Mountain Fork and Salt Fork of the Brazos, and the construction of a new house on the Clear Fork overseen by his wife.","The narrator's decision to use his land scrip to establish a new ranch led to the survey of land on the Red River, and the construction of a new house on the Pecos River overseen by his wife.","Chapter 14 describes the narrator's decision to use his land scrip for a new ranch and the subsequent survey of land. Chapter 15 then mentions the narrator visiting this new ranch on the Clear Fork, where a house has been built under his wife's supervision. This fact demonstrates the process of establishing the new ranch, from initial decision to land survey and construction.","The outline specifically mentions the Double Mountain Fork, Salt Fork of the Brazos, and Clear Fork as locations for the new ranch and house, not the Red River or Pecos River, making this corrupted fact incorrect.","Chapter 14, 15","- Chapter 14, item 1: The narrator decides to use his land scrip to establish a new ranch.
- Chapter 14, item 2: A surveying party is organized and travels west to locate and survey land for the new ranch on the Double Mountain Fork and Salt Fork of the Brazos.
- Chapter 15, item 2: The narrator visits the new ranch on the Clear Fork, where his wife has overseen the construction of a new house.
- Relationship: Establishment and development of a new ranch",Unique,Valid claim
"After receiving 18 government contracts for cattle delivery, including a large order for Fort Buford in Dakota, the narrator and his partners decided to focus on the open market and supplying the Army with beef, severing ties with the Interior Department.","After receiving 18 government contracts for cattle delivery, including a large order for Fort Buford in Dakota, the narrator and his partners decided to focus exclusively on supplying the Interior Department with beef.","Chapter 16 mentions the narrator and his partners receiving multiple government contracts, including a specific large order for Fort Buford. In Chapter 17, we learn that they decide to change their strategy, focusing on the open market and Army supply while ending their relationship with the Interior Department. This fact demonstrates a significant shift in their business approach based on their experiences with government contracts.","The outline states that they severed ties with the Interior Department and focused on the open market and Army supply, which is the opposite of what this corrupted fact claims, making it incorrect.","Chapter 16, 17","- Chapter 16, item 6: The narrator and his partners receive 18 government contracts for cattle delivery, including a large order for Fort Buford in Dakota.
- Chapter 17, item 2: The narrator and his partners decide to focus on the open market and supplying the Army with beef, severing ties with the Interior Department.
- Relationship: Change in business strategy",Unique,Valid claim
"The Horsehead Crossing on the Pecos River presented multiple challenges for cattle drives, including quicksand that bogged down cattle and Comanche raids that resulted in the theft of 363 beeves.","The Horsehead Crossing on the Pecos River presented multiple challenges for cattle drives, including quicksand that bogged down cattle and Apache raids that resulted in the theft of 363 beeves.","In Chapter 2, we learn that drovers struggled to rescue cattle from quicksand at Horsehead Crossing. Later, in Chapter 4, the same location is mentioned as the site where Comanches stole 363 beeves. This fact highlights the specific dangers associated with this particular crossing point on different cattle drives.","The corrupted fact incorrectly attributes the cattle theft to Apache raiders instead of Comanches, which is not consistent with the information provided in the chapter outlines.","Chapter 2, 4","- Chapter 2, item 6: Drovers struggle to rescue cattle bogged in quicksand at Horsehead Crossing.
- Chapter 4, item 3: At Horsehead Crossing, 363 beeves are stolen by Comanches.
- Relationship: Location-specific challenges",Unique,Valid claim
"The narrator systematically increased his land scrip holdings from 30 sections acquired through work and gambling to 600 sections through multiple purchases in Austin, including 100 sections at $20 per section and 200 sections at $16 per section.",The narrator systematically increased his land scrip holdings from 30 sections acquired through work and gambling to 600 sections through a single purchase in Austin of 570 sections at $18 per section.,"Chapter 5 shows the narrator's initial acquisition of 30 sections of land scrip. In Chapter 9, he purchases 300 more sections in Austin at varying prices. Chapter 11 reveals a further purchase of 300 sections, bringing his total to 600 sections. This fact demonstrates the narrator's strategic accumulation of land scrip over time.","The corrupted fact incorrectly states that the increase from 30 to 600 sections was done through a single purchase, which contradicts the multiple purchases described in the chapter outlines.","Chapter 5, 9, 11","- Chapter 5, item 3: The narrator acquires land certificates as payment and through gambling, accumulating 30 sections of land scrip.
- Chapter 9, item 1: The narrator buys 100 sections of land scrip in Austin for $20 per section, later purchasing 200 more at $16 per section.
- Chapter 11, item 1: The narrator buys 300 sections of land scrip from a merchant in Austin, increasing his holdings to 600 sections.
- Relationship: Progressive accumulation of land scrip",Unique,Valid claim
"The narrator's cattle business evolved from being a trail foreman for Major Seth Mabry, driving cattle from Llano County to Abilene, to receiving a herd of 3,150 tail-marked cattle in Williamson County, and finally to starting his own successful commission-based cattle trading business after leaving Mabry's employment.","The narrator's cattle business evolved from being a ranch hand for Major Seth Mabry in Llano County, to receiving a herd of 3,150 branded cattle in Williamson County, and finally to starting his own successful cattle ranch after leaving Mabry's employment.","Chapter 6 shows the narrator accepting a job as a trail foreman for Major Mabry. In Chapter 7, we see him receiving a specific herd of cattle with a unique marking method. Later in the same chapter, after a misunderstanding with Mabry, the narrator transitions to his own commission-based business. This fact demonstrates the progression of the narrator's role in the cattle industry.","The corrupted fact incorrectly states the narrator's initial role as a ranch hand instead of a trail foreman, mentions branded cattle instead of tail-marked cattle, and describes the final business as a cattle ranch rather than a commission-based trading business.","Chapter 6, 7","- Chapter 6, item 3: The narrator accepts a job as trail foreman for Major Seth Mabry, preparing and leading a cattle drive from Llano County to Abilene, Kansas.
- Chapter 7, item 2: In Williamson County, the narrator receives a herd of 3,150 cattle, which are tail-marked instead of branded to satisfy both buyers and sellers.
- Chapter 7, item 6: After a misunderstanding with Major Mabry, the narrator leaves his employment and starts a successful commission-based cattle trading business.
- Relationship: Evolution of the narrator's cattle business",Unique,Valid claim
